path,duration,emotion,dataset
D:/Data/RAVDESS/Actor_24\03-01-02-01-01-01-24.wav,3.57,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-01-01-02-24.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-01-02-01-24.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-01-02-02-24.wav,3.704,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-02-01-01-24.wav,4.104,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-02-01-02-24.wav,4.071,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-02-02-01-24.wav,4.037,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-02-02-02-02-24.wav,4.104,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-01-01-01-24.wav,3.604,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-01-01-02-24.wav,3.904,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-01-02-01-24.wav,3.503,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-01-02-02-24.wav,3.737,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-02-01-01-24.wav,4.004,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-02-01-02-24.wav,3.77,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-02-02-01-24.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-03-02-02-02-24.wav,3.871,sad,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-01-01-01-24.wav,4.104,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-01-01-02-24.wav,3.971,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-01-02-01-24.wav,3.537,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-01-02-02-24.wav,3.837,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-02-01-01-24.wav,4.404,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-02-01-02-24.wav,4.571,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-02-02-01-24.wav,4.204,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-04-02-02-02-24.wav,4.671,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-01-01-01-24.wav,4.104,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-01-01-02-24.wav,3.737,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-01-02-01-24.wav,3.67,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-01-02-02-24.wav,4.204,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-02-01-01-24.wav,4.371,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-02-01-02-24.wav,4.371,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-02-02-01-24.wav,4.171,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-05-02-02-02-24.wav,5.105,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-01-01-01-24.wav,4.104,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-01-01-02-24.wav,4.071,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-01-02-01-24.wav,3.937,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-01-02-02-24.wav,4.004,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-02-01-01-24.wav,3.837,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-02-01-02-24.wav,4.071,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-02-02-01-24.wav,3.604,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-06-02-02-02-24.wav,3.837,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-01-01-01-24.wav,4.304,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-01-01-02-24.wav,4.104,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-01-02-01-24.wav,4.004,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-01-02-02-24.wav,4.071,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-02-01-01-24.wav,4.338,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-02-01-02-24.wav,4.638,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-02-02-01-24.wav,4.238,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-07-02-02-02-24.wav,4.438,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-01-01-01-24.wav,3.303,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-01-01-02-24.wav,3.47,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-01-02-01-24.wav,3.37,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-01-02-02-24.wav,3.403,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-02-01-01-24.wav,3.937,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-02-01-02-24.wav,3.971,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-02-02-01-24.wav,3.67,angry,RAVDESS
D:/Data/RAVDESS/Actor_24\03-01-08-02-02-02-24.wav,3.637,angry,RAVDESS
